uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"3a4a5e6c-41d4-4162-a3fd-bf21ba3a775c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T09:39Z",,"OK","BART_082.2.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",13,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"0423fdeb-9490-4be0-9ca7-20b9f6e67b63","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T09:53Z",,"OK","BART_082.5.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",12,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"4840bf19-2048-4c87-b16d-29a14f99a3f3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:10Z",,"OK","BART_082.9.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",11,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"d4402b7e-9aaf-474a-ad1d-5c3ac053de60","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:29Z",,"OK","BART_082.8.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",12,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"a3b3c974-d2b1-4149-87ba-e3e2f34bbce2","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:46Z",,"OK","BART_082.7.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",12,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"c9d7bc38-2ac1-4e5a-b26a-7d3cdf594767","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:06Z",,"OK","BART_082.4.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",13,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"d7f8fb1c-b7c2-4b13-bcfc-142ec84e3ec7","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:26Z",,"OK","BART_082.1.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"405f828d-5019-4772-9cd2-dbbdc95e59c0","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:48Z",,"OK","BART_082.3.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"ed4bb82a-4487-4b9b-b018-a98d922d63a0","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T12:05Z",,"OK","BART_082.6.2022-06-15",0,0,76,57,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"1b35946a-7cbb-457b-a694-e81d87dd0cba","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2022-06-15T12:25Z",,"OK","BART_016.3.2022-06-15",0,0,76,57,"deciduous forest",16,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
