uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"47e3d881-408d-47de-959b-95904a852a0d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T10:20Z",,"OK","BART_018.9.2019-06-18",100,100,65,78,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"89f8d5eb-508c-4db2-ad45-8a999360c9aa","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T10:51Z",,"OK","BART_018.8.2019-06-18",100,100,65,78,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"00390303-b660-424d-867f-f585d2b4b18e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T11:18Z",,"OK","BART_018.7.2019-06-18",100,100,65,78,"deciduous forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"b348ea39-462d-4b67-9a35-16b64e2333fd","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T11:41Z",,"OK","BART_018.4.2019-06-18",100,100,65,78,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"95ec7442-f3ae-46b8-8ee7-7c80d7416620","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T12:03Z",,"OK","BART_018.5.2019-06-18",100,100,65,78,"deciduous forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"442239ee-707a-4c62-87b7-71f192adb209","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T12:22Z",,"OK","BART_018.1.2019-06-18",100,100,65,78,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"6a95d2d2-35ea-4654-ab12-44ee99c2ef35","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T12:41Z",,"OK","BART_018.2.2019-06-18",100,100,65,78,"deciduous forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"0c5196d2-9388-479c-90f8-436db05beea1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T13:05Z",,"OK","BART_018.3.2019-06-18",100,100,65,78,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"455e0fb9-62ad-4948-b17c-4cc4dfc98495","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2019-06-18T13:30Z",,"OK","BART_018.6.2019-06-18",100,100,65,78,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"7e2f202e-90ef-4748-afa6-9dd9fcefdbed","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2019-06-19T10:32Z",,"OK","BART_016.6.2019-06-19",0,0,71,70,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
