uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"2fa1166e-d2b0-4abe-b422-7d9764871083","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",5,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",40,"singing","No","Unknown",1,,"WFREE",
"f956a4ef-a7b4-4471-a40f-858875d752fb","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",3,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",57,"drumming","No","Unknown",1,,"WFREE",
"9828f0d5-64c3-4970-89e4-d792dbe77e9c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",37,"singing","No","Unknown",1,,"WFREE",
"1320e683-6441-4f63-bf07-5e8be336564d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",2,"N",,,,,,,,,,,"WFREE",
"af0acbee-5c6a-446e-9c71-7b7677ecf248","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",60,"singing","No","Unknown",1,,"WFREE",
"efe1dc48-8a17-49f5-83a8-72a51567a3b3","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",6,"N",,,,,,,,,,,"WFREE",
"9dd209fa-d940-488f-a55a-dd04a1c7c197","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",88,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",,"singing","No","Unknown",1,,"WFREE",
"df074482-0b98-4195-b9fe-148703fdf893","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z","BART_018.9.2019-06-18",4,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",65,"calling","No","Unknown",1,,"WFREE",
"bd03a1ee-51bf-4d40-bf49-cc2d5d399009","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2019-06-18T10:51Z","BART_018.8.2019-06-18",2,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",68,"calling","No","Unknown",1,,"WFREE",
"4361ea38-2495-4bdf-8e3d-dae969f380be","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2019-06-18T10:51Z","BART_018.8.2019-06-18",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",56,"singing","No","Unknown",1,,"WFREE",
"90468f8b-48c2-423d-9871-cacaf476d043","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2019-06-18T10:51Z","BART_018.8.2019-06-18",6,"N",,,,,,,,,,,"WFREE",
