uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"b11a26a3-d687-42a7-a849-7a1bb844ee7f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:03Z",,"OK","BART_018.1.2017-06-21",100,100,73,78,"deciduous forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"8608d9da-02ea-4b4c-ba88-1bde7015bdea","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:22Z",,"OK","BART_018.2.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",16,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"5ad00505-e97a-4eb1-a15a-af6597ae70b4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:38Z",,"OK","BART_018.3.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"c6626912-5c24-4bed-8ff4-62abcf734aa9","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:57Z",,"OK","BART_018.6.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"caeaf03d-da3f-499e-ba32-e15e6ea20c5f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:13Z",,"OK","BART_018.5.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"bc3cc250-9983-4b87-86bf-49bcb6fa8cdc","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:28Z",,"OK","BART_018.4.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"b3c6fed9-b135-4866-b8ca-9a185f97e9e2","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:42Z",,"OK","BART_018.7.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"ed7e425d-afac-43f2-a2dc-915109032f3e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:58Z",,"OK","BART_018.8.2017-06-21",100,100,73,78,"deciduous forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"fa90a525-e83a-4393-9386-6665648fc95f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T11:19Z",,"OK","BART_018.9.2017-06-21",100,100,73,78,"mixed deciduous/evergreen forest",17,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"c74f87bf-2fc5-46db-97a8-fbeeb9c25001","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2017-06-21T11:58Z",,"OK","BART_082.9.2017-06-21",50,60,71,60,"deciduous forest",17,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
