uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"c491bdb8-d33c-4619-ac89-47ed0794cf80","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T09:35Z",,"OK","BART_018.9.2016-06-20",56,12,80,74,"deciduous forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"73a21c34-e88c-485a-9b22-60e3142b3213","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T09:53Z",,"OK","BART_018.6.2016-06-20",56,12,80,74,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"9a28f82d-ad24-4421-b923-f140a60a31a5","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:13Z",,"OK","BART_018.3.2016-06-20",56,12,80,74,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"315e40d3-ba27-49d9-853f-3b8869779321","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:29Z",,"OK","BART_018.2.2016-06-20",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"7bbe329c-66a5-4cf0-a533-539a648d562d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:48Z",,"OK","BART_018.5.2016-06-20",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"0daff4af-919f-4694-8d49-24b7bba1520a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:05Z",,"OK","BART_018.8.2016-06-20",56,12,80,74,"deciduous forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"28da3382-f720-47a3-8bbb-6b495c80f92f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:36Z",,"OK","BART_018.7.2016-06-20",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"c4287025-ee46-4769-acb9-de6d6f3dc420","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:51Z",,"OK","BART_018.4.2016-06-20",56,12,80,74,"deciduous forest",19,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"5b9bace6-0392-46b2-af37-b4c7dee61b33","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T12:06Z",,"OK","BART_018.1.2016-06-20",56,12,80,74,"deciduous forest",20,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"d8318e82-df24-4f94-955b-cff6ad8a8b21","BART_015.birdGrid.brd","D01","BART","BART_015","distributed","1","mixedForest",44.042644,-71.273028,"WGS84",250.2,437.2,0.2,"2016-06-20T12:40Z",,"OK","BART_015.1.2016-06-20",16,10,73,49,"deciduous forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
