uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"519bfa98-0c02-44ab-83b4-f884dc5826a2","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",4,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",39,"calling","No","Unknown",1,,"WFREE",
"33c0ab4e-ffbf-45f3-af41-7d21f7102aea","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",92,"singing","No","Unknown",1,,"WFREE",
"b7bf6769-8ccc-49e3-8d22-249e8ba24ba2","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",46,"singing","No","Unknown",1,,"WFREE",
"af3a145a-f4f4-4014-8555-60a3865387e0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",97,"singing","No","Unknown",1,,"WFREE",
"f8c5cc3b-2f64-4306-930c-273cd29ae600","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",34,"singing","No","Unknown",1,,"WFREE",
"acfb6312-22d7-429c-b215-eeebe87d2986","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",72,"singing","No","Unknown",1,,"WFREE",
"ec92b040-909c-435a-b922-a6298e24e61c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",57,"singing","No","Unknown",1,,"WFREE",
"3f192e18-c7cb-4e20-ab9f-2367e5347dc0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z","BART_004.2.2020-06-20",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",81,"singing","No","Unknown",1,,"WFREE",
"e390f153-fd0e-4074-bb60-da917af99155","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z","BART_004.3.2020-06-20",4,"N",,,,,,,,,,,"WFREE",
"b5d706c8-8e45-4b83-a66f-b5681145909b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z","BART_004.3.2020-06-20",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",43,"singing","No","Unknown",1,,"WFREE",
"892034b1-8600-4712-b8a1-f9b2ac89208c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z","BART_004.3.2020-06-20",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",81,"singing","No","Unknown",1,,"WFREE",
"17339196-2859-4b7c-ad92-02917d377d4d","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z","BART_004.3.2020-06-20",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",68,"singing","No","Unknown",1,,"WFREE",
