uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"15fe6b3c-715c-460a-b196-6bc62c6562fc","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T09:23Z",,"OK","BART_025.3.2015-06-14",20,40,72,56,"evergreen forest",18,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"fddcd0f8-29e9-4927-a69f-3226fb88440f","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T09:43Z",,"OK","BART_025.2.2015-06-14",20,40,72,56,"deciduous forest",19,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"d75edacc-8ebd-459a-af16-c489156f9c38","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T10:31Z",,"OK","BART_025.1.2015-06-14",20,40,72,56,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"ed03920c-c32a-4fec-98ed-d8003ad31e91","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T11:24Z",,"OK","BART_025.4.2015-06-14",20,40,72,56,"deciduous forest",19,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"dbd49536-c0d7-450f-a154-aaa615daea18","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T12:20Z",,"OK","BART_025.5.2015-06-14",20,40,72,56,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"e5b12483-d00b-4adf-a298-374196a51f46","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T13:04Z",,"OK","BART_025.6.2015-06-14",20,40,72,56,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"e10413bb-6b1a-40bf-8106-bb4799823718","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T13:30Z",,"OK","BART_025.9.2015-06-14",20,40,72,56,"mixed deciduous/evergreen forest",18,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"37b76e30-2bf7-447f-8d73-05dfcf431c26","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:02Z",,"OK","BART_082.5.2015-06-16",100,100,93,85,"evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"f4d415e5-dabf-4391-9b4d-ef73b098fc5c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:20Z",,"OK","BART_082.8.2015-06-16",100,100,93,85,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"9c93700b-151d-4072-84d5-d95ee2723f0a","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:33Z",,"OK","BART_082.7.2015-06-16",100,100,93,85,"evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
