uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"8f668f74-2a94-4a42-94b0-f750d27cb240","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","2015-06-14T09:23Z","BART_025.3.2015-06-14",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",9,"singing","No","Male",1,,"JRUEB",
"c40e4add-e604-4af2-9b11-e2f30ae7dd03","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","2015-06-14T09:23Z","BART_025.3.2015-06-14",2,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",50,"singing","No","Male",1,,"JRUEB",
"646fbae2-e140-4d32-9dbb-9a91011037a9","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","2015-06-14T09:23Z","BART_025.3.2015-06-14",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",42,"singing","No","Male",1,,"JRUEB",
"994befcd-e830-49f7-a849-f791e31a669e","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","2015-06-14T09:23Z","BART_025.3.2015-06-14",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",12,"singing","No","Male",1,,"JRUEB",
"785e643e-4ba6-4069-a858-e99a78a45078","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","2015-06-14T09:23Z","BART_025.3.2015-06-14",2,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",17,"singing","No","Male",1,,"JRUEB",
"6411a5f9-379d-4c80-a909-1163c318b431","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","2015-06-14T09:43Z","BART_025.2.2015-06-14",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",62,"singing","No","Male",1,,"JRUEB",
"753a8ee1-499d-449e-8dfc-734a9c9910a1","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","2015-06-14T09:43Z","BART_025.2.2015-06-14",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",27,"singing","No","Male",1,,"JRUEB",
"2d442cba-3a5b-4686-add9-095813007338","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","2015-06-14T09:43Z","BART_025.2.2015-06-14",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",26,"singing","No","Male",1,,"JRUEB",
"4b780413-ce3c-4f50-b4a3-ec75a469de95","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","2015-06-14T09:43Z","BART_025.2.2015-06-14",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",21,"singing","No","Male",1,,"JRUEB",
"e6831a7e-0f80-4ce6-ac6d-0dbe068e1a89","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",21,"singing","No","Male",1,,"JRUEB",
"c0119760-9850-4872-94b2-5672bef721b6","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,,"JRUEB",
"b49843a4-e7eb-4807-be10-ed45ae4b92d3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",42,"singing","No","Male",1,,"JRUEB",
"fd2f4fde-204d-4083-bde9-bdd9e0d9031e","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",6,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",46,"calling","No","Unknown",1,,"JRUEB",
"52c71b43-6d19-4fd3-ba10-921fff55c6fa","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",60,"singing","No","Male",1,,"JRUEB",
"c032e5db-f967-4bdf-b2c9-fb55c4d7bfe8","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","2015-06-14T10:31Z","BART_025.1.2015-06-14",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",51,"singing","No","Male",1,,"JRUEB",
"9cd51725-0bd5-4146-aef9-bfad5dcafa09","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",1,"Y","LEFL","Empidonax minimus","species","Least Flycatcher",40,"singing","No","Male",1,,"JRUEB",
"ddfa0191-3706-420d-8b93-b3fbdbd0c613","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",6,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",43,"singing","No","Male",1,,"JRUEB",
"aef8531f-1cfa-4a91-ab48-17fded0b148c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",23,"singing","No","Male",1,,"JRUEB",
"e8e98242-78c3-4b78-afee-ff74706ef00c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",6,"Y","PIWA","Setophaga pinus","species","Pine Warbler",39,"singing","No","Male",1,,"JRUEB",
"3fd9421f-4fdf-41b7-a823-2c71544c0696","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",30,"singing","No","Male",1,,"JRUEB",
"1df93c19-2f4f-4d08-bc70-8cd5ea3ba092","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",26,"singing","No","Male",1,,"JRUEB",
"43310eba-4464-4432-9f89-a57d1fa8df6b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",44,"singing","No","Male",1,,"JRUEB",
"787943ed-5bad-4df0-960a-f570bbd0ff40","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",5,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",42,"singing","No","Male",1,,"JRUEB",
"c6057c3f-1a5e-440a-88bc-21380ba2b524","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",38,"singing","No","Male",1,,"JRUEB",
"386c7529-7a11-496b-b710-916eb7adecb3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",5,"Y","WOTH","Hylocichla mustelina","species","Wood Thrush",60,"singing","No","Male",1,,"JRUEB",
"63f54b2a-260a-48c3-8bba-36a4b44bb191","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","2015-06-14T11:24Z","BART_025.4.2015-06-14",1,"Y","MAWA","Setophaga magnolia","species","Magnolia Warbler",21,"singing","No","Male",1,,"JRUEB",
"e127fdd9-9f7d-45e6-b02d-b97d50cca19c","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z","BART_025.5.2015-06-14",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",58,"singing","No","Male",1,,"JRUEB",
"91d49564-661e-4848-9470-fd6cd2f46fc1","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z","BART_025.5.2015-06-14",3,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",31,"singing","No","Male",1,,"JRUEB",
"c817e343-4b1b-4efe-b123-3fbd0ce1f2e7","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z","BART_025.5.2015-06-14",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",33,"singing","No","Male",1,,"JRUEB",
"aae23972-96ab-4937-9c26-22de8c2d27a8","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","2015-06-14T12:20Z","BART_025.5.2015-06-14",1,"Y","VEER","Catharus fuscescens","species","Veery",62,"singing","No","Male",1,,"JRUEB",
"0339c7b5-0101-4e13-b5c5-fb9e1677f709","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z","BART_025.6.2015-06-14",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",26,"singing","No","Male",1,,"JRUEB",
"6607c2fd-3715-4bf4-aa19-4bd495909793","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z","BART_025.6.2015-06-14",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",56,"singing","No","Male",1,,"JRUEB",
"72fa4f5b-f90f-47fc-8f42-eba55b2d46d3","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","2015-06-14T13:04Z","BART_025.6.2015-06-14",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",29,"singing","No","Male",1,,"JRUEB",
