uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"58a2973b-7ee5-42c0-9b77-ac6cf31af8c5","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2020-07-01T12:15Z",,"OK","BART_025.6.2020-07-01",100,100,79,77,"mixed deciduous/evergreen forest",21,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"cf3c4f83-67ce-4c40-83b2-8a442184b86b","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2020-07-01T13:01Z",,"OK","BART_025.9.2020-07-01",100,100,79,77,"mixed deciduous/evergreen forest",21,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"aa61044d-3f6f-4b0b-85c1-537123829f88","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","8","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2020-07-01T16:00Z","Other","other","BART_025.8.2020-07-01",,,,,,,,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ","Point inaccessible due to rugged terrain","WFREE"
"868662a2-47b3-479f-9949-dde5cfe6572d","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","7","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2020-07-01T16:00Z","Other","other","BART_025.7.2020-07-01",,,,,,,,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ","Point inaccessible due to rugged terrain.","WFREE"
"a46ea423-bfcf-4c8d-858c-491f13451d89","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","1","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T11:16Z",,"OK","BART_003.1.2020-07-02",0,0,82,87,"deciduous forest",20,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"ecbf008f-4d6e-4953-8f2e-e0d8bd334a15","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","2","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T11:43Z",,"OK","BART_003.2.2020-07-02",0,0,82,87,"mixed deciduous/evergreen forest",20,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"d01082cd-d476-4de7-843c-c8cabc1c1f2b","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","3","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T12:09Z",,"OK","BART_003.3.2020-07-02",0,0,82,87,"mixed deciduous/evergreen forest",20,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"4df80a3f-1c92-4db5-ae95-eb3255085a51","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","6","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T12:38Z",,"OK","BART_003.6.2020-07-02",0,0,82,87,"deciduous forest",20,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"28ebe65e-f390-4e3d-ad41-bed8de20c4ef","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","9","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T13:07Z",,"OK","BART_003.9.2020-07-02",0,0,82,87,"mixed deciduous/evergreen forest",20,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"65416798-434b-4f5b-a345-c696bf441cfe","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","5","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-02T13:47Z",,"OK","BART_003.5.2020-07-02",0,0,82,87,"deciduous forest",22,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"83280a1b-d8e8-4801-ba94-d49480ab4424","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","4","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-03T11:13Z",,"OK","BART_003.4.2020-07-03",100,100,86,86,"evergreen forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ","NOISE FROM STREAM AT 4 REDUCED DETECTION SIGNIFICANTLY| VERY UNBIRDY ANYWAY","WFREE"
"606fcc78-3f26-44c1-9314-d4ca2400e20b","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","8","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-03T11:47Z",,"OK","BART_003.8.2020-07-03",100,100,86,86,"evergreen forest",22,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"d84ce09f-122e-414b-855a-1fb17487ceaf","BART_003.birdGrid.brd","D01","BART","BART_003","distributed","7","deciduousForest",44.054939,-71.263123,"WGS84",250.3,438.5,0.4,"2020-07-03T12:24Z",,"OK","BART_003.7.2020-07-03",100,100,86,86,"deciduous forest",22,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
