uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"a55b8867-0f62-4dfd-b812-8235f57338fa","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",2,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Unknown",1,,"JGLAG",
"468f0c84-4983-4a5b-a445-2ea958008b2d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",6,"N",,,,,,,,,,,"JGLAG",
"0d597a99-b000-4161-b586-f950d4cf6464","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",1,"Y","UNBI","Aves sp.","class",,19,"singing","No","Unknown",1,,"JGLAG",
"3a436ad4-c755-4e5b-84f6-f8406994f78c","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",37,"singing","No","Unknown",1,,"JGLAG",
"1897a48a-04c3-43df-a842-5a2ba266e4dc","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",46,"singing","No","Unknown",1,,"JGLAG",
"b1e56dc7-2797-428f-b7e7-963e9dc2fcde","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",1,"Y","VEER","Catharus fuscescens","species","Veery",29,"calling and singing","No","Unknown",1,,"JGLAG",
"f09ce4d0-ad7d-40e8-aee7-136baea571ed","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",31,"singing","No","Unknown",1,,"JGLAG",
"e4fc1e6b-9903-4f02-a282-a2ac58700c6f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",5,"N",,,,,,,,,,,"JGLAG",
"842d1418-11e5-496b-ac40-201031a112e5","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z","BART_012.9.2021-06-19",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",24,"singing","No","Unknown",1,,"JGLAG",
"84b01c1c-2481-4107-b5a2-3920c3170eb7","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",5,"N",,,,,,,,,,,"JGLAG",
"dca70252-5f65-4287-8a3c-5a5316be614d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",2,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",24,"singing","No","Unknown",1,,"JGLAG",
"e1a08202-7845-4f02-8198-d253a4709591","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",3,"Y","BRCR","Certhia americana","species","Brown Creeper",28,"singing","No","Unknown",1,,"JGLAG",
"099760cb-54a4-420b-9ad9-9c90e8c6782e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",39,"singing","No","Unknown",1,,"JGLAG",
"bd04d1bd-bb87-4682-bce8-1a2aeb7988ae","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",58,"singing","No","Unknown",1,,"JGLAG",
"90af844a-e71e-4903-adc5-36841559fc29","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",6,"N",,,,,,,,,,,"JGLAG",
"424a2471-d58f-45dc-bd6e-91036ff8d53f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z","BART_012.8.2021-06-19",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",32,"singing","No","Unknown",1,,"JGLAG",
